1	0,005000
2	0,002000
3	0,004000
4	0,006000
5 	0,002000
6 	0,005000
7 	0,005000
8 	0,003000
9 	0,005000
10 	0,004000
11 	0,007000
12 	0,005000
13 	0,003000
14 	0,003000
15 	0,005000
16 	0,004000
17 	0,004000
18 	0,003000
19 	0,005000
20 	0,004000
21 	0,005000
22 	0,004000
23 	0,003000
24 	0,003000
25 	0,003000
26 	0,003000
27 	0,005000
28 	0,003000
29 	0,003000
30 	0,003000
31 	0,003000
32 	0,003000
33 	0,003000
